plantid;date;longueur;largeur;note
MMB2082;2017-07-15;91.88;144.21;Rien à signaler.
MMB2082;2017-08-15;135.18;182.38;Condition normale pour la saison.
MMB2082;2017-09-15;73.93;194.60;Condition normale pour la saison.
MMB2082;2017-10-15;170.11;154.75;Condition normale pour la saison.
MMB2084;2017-05-15;143.03;187.40;Condition normale pour la saison.
MMB2084;2017-06-15;194.69;92.72;Rien à signaler.
MMB2084;2017-07-15;172.15;62.22;Légère variabilité observée.
MMB2084;2017-08-15;183.15;197.05;Condition normale pour la saison.
MMB2084;2017-09-15;186.21;140.75;Condition normale pour la saison.
MMB2084;2017-10-15;87.22;128.91;Légère variabilité observée.
MMB2086;2017-05-15;95.09;137.30;Condition normale pour la saison.
MMB2086;2017-06-15;158.30;57.99;Rien à signaler.
MMB2086;2017-07-15;90.15;91.44;Condition normale pour la saison.
MMB2086;2017-08-15;68.20;181.63;Rien à signaler.
MMB2086;2017-09-15;90.95;196.28;Légère variabilité observée.
MMB2086;2017-10-15;135.82;127.11;Rien à signaler.
MMB2088;2017-05-15;137.23;140.74;Condition normale pour la saison.
MMB2088;2017-06-15;138.84;55.49;Rien à signaler.
MMB2088;2017-07-15;55.15;156.72;Rien à signaler.
MMB2088;2017-08-15;118.41;94.10;Condition normale pour la saison.
MMB2088;2017-09-15;156.39;70.20;Condition normale pour la saison.
MMB2088;2017-10-15;179.62;136.30;Condition normale pour la saison.
MMB2090;2017-05-15;98.78;125.97;Rien à signaler.
MMB2090;2017-06-15;110.01;185.55;Condition normale pour la saison.
MMB2090;2017-07-15;188.63;59.54;Condition normale pour la saison.
MMB2090;2017-08-15;183.55;56.86;Condition normale pour la saison.
MMB2090;2017-09-15;70.67;69.97;Légère variabilité observée.
MMB2090;2017-10-15;166.40;197.49;Condition normale pour la saison.
MMB2092;2017-05-15;136.98;78.31;Condition normale pour la saison.
MMB2092;2017-06-15;93.52;157.14;Condition normale pour la saison.
MMB2092;2017-07-15;128.57;113.24;Condition normale pour la saison.
MMB2092;2017-08-15;79.22;114.29;Condition normale pour la saison.
MMB2092;2017-09-15;57.81;102.04;Rien à signaler.
MMB2092;2017-10-15;166.76;176.46;Légère variabilité observée.
MMB2094;2017-05-15;152.97;173.48;Condition normale pour la saison.
MMB2094;2017-06-15;141.52;199.50;Rien à signaler.
MMB2094;2017-07-15;178.90;52.72;Condition normale pour la saison.
MMB2094;2017-08-15;107.57;67.85;Rien à signaler.
MMB2094;2017-09-15;130.16;70.29;Légère variabilité observée.
MMB2094;2017-10-15;100.91;172.85;Légère variabilité observée.
MMB2096;2017-05-15;119.64;93.04;Rien à signaler.
MMB2096;2017-06-15;129.30;61.83;Rien à signaler.
MMB2096;2017-07-15;186.50;179.88;Rien à signaler.
MMB2096;2017-08-15;99.92;194.89;Rien à signaler.
MMB2096;2017-09-15;116.18;141.50;Rien à signaler.
MMB2096;2017-10-15;174.24;188.29;Rien à signaler.
MMB2098;2017-05-15;178.14;60.37;Condition normale pour la saison.
MMB2098;2017-06-15;122.40;73.84;Rien à signaler.
MMB2098;2017-07-15;154.02;137.73;Condition normale pour la saison.
MMB2098;2017-08-15;125.99;56.01;Légère variabilité observée.
MMB2098;2017-09-15;130.09;155.66;Rien à signaler.
MMB2098;2017-10-15;124.28;91.06;Légère variabilité observée.
MMB2100;2017-05-15;106.44;105.16;Condition normale pour la saison.
MMB2100;2017-06-15;73.62;143.16;Rien à signaler.
MMB2100;2017-07-15;166.66;94.76;Condition normale pour la saison.
MMB2100;2017-08-15;89.10;126.73;Rien à signaler.
MMB2100;2017-09-15;193.98;97.06;Légère variabilité observée.
MMB2100;2017-10-15;88.22;63.97;Légère variabilité observée.
MMB3002;2017-05-15;91.04;58.31;Condition normale pour la saison.
MMB3002;2017-06-15;150.56;117.78;Rien à signaler.
MMB3002;2017-07-15;148.66;56.49;Condition normale pour la saison.
MMB3002;2017-08-15;138.21;191.94;Condition normale pour la saison.
MMB3002;2017-09-15;117.61;150.39;Rien à signaler.
MMB3002;2017-10-15;116.95;117.39;Condition normale pour la saison.
MMB3004;2017-05-15;197.56;154.40;Condition normale pour la saison.
MMB3004;2017-06-15;151.06;151.40;Condition normale pour la saison.
MMB3004;2017-07-15;127.01;92.30;Rien à signaler.
MMB3004;2017-08-15;148.15;94.05;Condition normale pour la saison.
MMB3004;2017-09-15;105.35;55.87;Condition normale pour la saison.
MMB3004;2017-10-15;78.98;117.27;Légère variabilité observée.
MMB3006;2017-05-15;75.35;164.23;Légère variabilité observée.
MMB3006;2017-06-15;111.32;149.32;Rien à signaler.
MMB3006;2017-07-15;165.49;192.30;Légère variabilité observée.
MMB3006;2017-08-15;114.79;127.66;Condition normale pour la saison.
MMB3006;2017-09-15;113.57;73.37;Condition normale pour la saison.
MMB3006;2017-10-15;90.86;187.35;Condition normale pour la saison.
MMB3008;2017-05-15;146.76;165.04;Condition normale pour la saison.
MMB3008;2017-06-15;162.98;173.64;Condition normale pour la saison.
MMB3008;2017-07-15;199.22;82.54;Rien à signaler.
MMB3008;2017-08-15;152.54;88.59;Condition normale pour la saison.
MMB3008;2017-09-15;152.63;54.33;Légère variabilité observée.
MMB3008;2017-10-15;91.31;148.63;Condition normale pour la saison.
MMB3010;2017-05-15;61.68;76.03;Condition normale pour la saison.
MMB3010;2017-06-15;87.82;93.62;Légère variabilité observée.
MMB3010;2017-07-15;114.23;150.82;Condition normale pour la saison.
MMB3010;2017-08-15;98.14;127.32;Rien à signaler.
MMB3010;2017-09-15;166.18;183.62;Condition normale pour la saison.
MMB3010;2017-10-15;110.78;74.14;Condition normale pour la saison.
MMB3012;2017-05-15;67.70;109.05;Rien à signaler.
MMB3012;2017-06-15;124.80;52.42;Rien à signaler.
MMB3012;2017-07-15;80.47;83.64;Légère variabilité observée.
MMB3012;2017-08-15;98.49;65.53;Condition normale pour la saison.
MMB3012;2017-09-15;184.37;135.17;Légère variabilité observée.
MMB3012;2017-10-15;103.36;81.17;Condition normale pour la saison.
MMB3014;2017-05-15;161.80;119.21;Condition normale pour la saison.
MMB3014;2017-06-15;72.04;132.43;Légère variabilité observée.
MMB3014;2017-07-15;138.37;109.08;Rien à signaler.
MMB3014;2017-08-15;142.05;173.65;Condition normale pour la saison.
MMB3014;2017-09-15;176.74;150.31;Légère variabilité observée.
MMB3014;2017-10-15;119.47;106.59;Rien à signaler.
MMB3016;2017-05-15;180.59;147.66;Rien à signaler.
MMB3016;2017-06-15;99.59;119.06;Condition normale pour la saison.
MMB3016;2017-07-15;86.24;68.70;Condition normale pour la saison.
MMB3016;2017-08-15;149.10;124.98;Condition normale pour la saison.
MMB3016;2017-09-15;52.44;108.40;Légère variabilité observée.
MMB3016;2017-10-15;139.35;74.84;Condition normale pour la saison.
MMB3018;2017-05-15;149.33;126.14;Condition normale pour la saison.
MMB3018;2017-06-15;163.93;130.73;Rien à signaler.
MMB3018;2017-07-15;57.51;102.76;Légère variabilité observée.
MMB3018;2017-08-15;155.08;51.57;Légère variabilité observée.
MMB3018;2017-09-15;190.30;69.59;Condition normale pour la saison.
MMB3018;2017-10-15;127.30;149.82;Légère variabilité observée.
MMB3020;2017-05-15;131.97;66.08;Légère variabilité observée.
MMB3020;2017-06-15;51.94;133.25;Rien à signaler.
MMB3020;2017-07-15;77.35;142.77;Légère variabilité observée.
MMB3020;2017-08-15;79.54;69.13;Légère variabilité observée.
MMB3020;2017-09-15;125.99;103.45;Condition normale pour la saison.
MMB3020;2017-10-15;81.74;98.58;Condition normale pour la saison.
MMB3022;2017-05-15;153.73;192.67;Condition normale pour la saison.
MMB3022;2017-06-15;136.91;127.10;Légère variabilité observée.
MMB3022;2017-07-15;175.29;132.86;Condition normale pour la saison.
MMB3022;2017-08-15;53.95;96.53;Condition normale pour la saison.
MMB3022;2017-09-15;176.72;125.35;Légère variabilité observée.
MMB3022;2017-10-15;76.75;84.52;Légère variabilité observée.
MMB3024;2017-05-15;170.87;189.97;Rien à signaler.
MMB3024;2017-06-15;169.99;100.70;Condition normale pour la saison.
MMB3024;2017-07-15;120.34;157.01;Condition normale pour la saison.
MMB3024;2017-08-15;157.82;63.46;Rien à signaler.
MMB3024;2017-09-15;166.59;64.70;Rien à signaler.
MMB3024;2017-10-15;185.63;120.82;Légère variabilité observée.
MMB3026;2017-05-15;195.83;94.84;Condition normale pour la saison.
MMB3026;2017-06-15;79.37;73.29;Condition normale pour la saison.
MMB3026;2017-07-15;184.10;140.25;Condition normale pour la saison.
MMB3026;2017-08-15;85.68;149.00;Condition normale pour la saison.
MMB3026;2017-09-15;163.48;130.79;Légère variabilité observée.
MMB3026;2017-10-15;117.87;184.70;Rien à signaler.
MMB3028;2017-05-15;86.84;75.53;Condition normale pour la saison.
MMB3028;2017-06-15;190.58;152.90;Condition normale pour la saison.
MMB3028;2017-07-15;68.63;146.68;Condition normale pour la saison.
MMB3028;2017-08-15;65.07;132.47;Rien à signaler.
MMB3028;2017-09-15;140.96;78.79;Rien à signaler.
MMB3028;2017-10-15;124.94;62.69;Rien à signaler.
MMB3030;2017-05-15;66.76;100.95;Condition normale pour la saison.
MMB3030;2017-06-15;127.29;187.19;Rien à signaler.
MMB3030;2017-07-15;121.34;171.35;Rien à signaler.
MMB3030;2017-08-15;194.35;121.96;Légère variabilité observée.
MMB3030;2017-09-15;65.31;59.81;Légère variabilité observée.
MMB3030;2017-10-15;107.75;101.53;Légère variabilité observée.
MMB3032;2017-05-15;128.10;198.95;Rien à signaler.
MMB3032;2017-06-15;123.62;99.68;Rien à signaler.
MMB3032;2017-07-15;70.29;118.14;Condition normale pour la saison.
MMB3032;2017-08-15;96.09;180.00;Rien à signaler.
MMB3032;2017-09-15;100.11;106.19;Condition normale pour la saison.
MMB3032;2017-10-15;157.82;138.83;Légère variabilité observée.
MMB3034;2017-05-15;148.97;67.84;Rien à signaler.
MMB3034;2017-06-15;138.56;62.73;Légère variabilité observée.
MMB3034;2017-07-15;65.89;117.40;Légère variabilité observée.
MMB3034;2017-08-15;162.47;175.15;Condition normale pour la saison.
MMB3034;2017-09-15;55.81;96.50;Condition normale pour la saison.
MMB3034;2017-10-15;51.10;137.83;Condition normale pour la saison.
MMB3036;2017-05-15;124.54;98.99;Légère variabilité observée.
MMB3036;2017-06-15;76.40;171.11;Condition normale pour la saison.
MMB3036;2017-07-15;166.42;172.70;Légère variabilité observée.
MMB3036;2017-08-15;96.74;129.27;Légère variabilité observée.
MMB3036;2017-09-15;61.97;63.21;Condition normale pour la saison.
MMB3036;2017-10-15;80.47;67.33;Légère variabilité observée.
MMB3038;2017-05-15;161.02;132.56;Légère variabilité observée.
MMB3038;2017-06-15;158.48;194.66;Légère variabilité observée.
MMB3038;2017-07-15;149.31;151.25;Condition normale pour la saison.
MMB3038;2017-08-15;191.54;82.53;Légère variabilité observée.
MMB3038;2017-09-15;181.69;139.54;Légère variabilité observée.
MMB3038;2017-10-15;155.29;100.68;Rien à signaler.
MMB3040;2017-05-15;120.28;193.48;Légère variabilité observée.
MMB3040;2017-06-15;161.20;123.48;Rien à signaler.
MMB3040;2017-07-15;196.55;191.46;Rien à signaler.
MMB3040;2017-08-15;86.65;172.16;Rien à signaler.
MMB3040;2017-09-15;190.05;196.69;Condition normale pour la saison.
MMB3040;2017-10-15;125.56;130.47;Condition normale pour la saison.
MMB3042;2017-05-15;194.86;164.21;Rien à signaler.
MMB3042;2017-06-15;65.98;184.65;Condition normale pour la saison.
MMB3042;2017-07-15;50.59;155.36;Condition normale pour la saison.
MMB3042;2017-08-15;98.69;79.27;Condition normale pour la saison.
MMB3042;2017-09-15;71.55;103.72;Condition normale pour la saison.
MMB3042;2017-10-15;187.73;114.99;Condition normale pour la saison.
MMB3044;2017-05-15;187.36;129.86;Rien à signaler.
MMB3044;2017-06-15;104.17;195.55;Rien à signaler.
MMB3044;2017-07-15;156.24;69.47;Rien à signaler.
MMB3044;2017-08-15;137.80;59.15;Rien à signaler.
MMB3044;2017-09-15;84.15;152.24;Rien à signaler.
MMB3044;2017-10-15;192.87;171.29;Rien à signaler.
MMB3046;2017-05-15;113.75;77.92;Condition normale pour la saison.
MMB3046;2017-06-15;80.56;57.10;Condition normale pour la saison.
MMB3046;2017-07-15;95.53;65.75;Légère variabilité observée.
MMB3046;2017-08-15;71.67;52.99;Rien à signaler.
MMB3046;2017-09-15;56.95;199.82;Condition normale pour la saison.
MMB3046;2017-10-15;60.86;170.98;Rien à signaler.
MMB3048;2017-05-15;128.16;186.88;Légère variabilité observée.
MMB3048;2017-06-15;86.14;133.94;Condition normale pour la saison.
MMB3048;2017-07-15;158.24;153.50;Légère variabilité observée.
MMB3048;2017-08-15;197.90;80.71;Condition normale pour la saison.
MMB3048;2017-09-15;167.98;76.15;Condition normale pour la saison.
MMB3048;2017-10-15;64.01;125.23;Condition normale pour la saison.
MMB3050;2017-05-15;175.87;166.60;Condition normale pour la saison.
MMB3050;2017-06-15;176.00;116.08;Légère variabilité observée.
MMB3050;2017-07-15;103.35;157.03;Rien à signaler.
MMB3050;2017-08-15;136.20;71.98;Condition normale pour la saison.
MMB3050;2017-09-15;156.40;193.42;Légère variabilité observée.
MMB3050;2017-10-15;83.33;123.61;Rien à signaler.
MMB3052;2017-05-15;84.74;90.34;Légère variabilité observée.
MMB3052;2017-06-15;77.57;101.55;Condition normale pour la saison.
MMB3052;2017-07-15;126.55;51.09;Rien à signaler.
MMB3052;2017-08-15;199.89;172.56;Condition normale pour la saison.
MMB3052;2017-09-15;98.51;173.57;Condition normale pour la saison.
MMB3052;2017-10-15;137.03;76.19;Condition normale pour la saison.
MMB3054;2017-05-15;150.57;108.93;Légère variabilité observée.
MMB3054;2017-06-15;113.74;60.25;Rien à signaler.
MMB3054;2017-07-15;182.06;117.57;Condition normale pour la saison.
MMB3054;2017-08-15;163.58;197.05;Rien à signaler.
MMB3054;2017-09-15;75.07;164.00;Condition normale pour la saison.
MMB3054;2017-10-15;152.23;58.01;Condition normale pour la saison.
MMB3056;2017-05-15;106.45;149.73;Rien à signaler.
MMB3056;2017-06-15;56.87;128.29;Légère variabilité observée.
MMB3056;2017-07-15;74.85;127.14;Condition normale pour la saison.
MMB3056;2017-08-15;71.66;95.50;Condition normale pour la saison.
MMB3056;2017-09-15;163.62;119.35;Condition normale pour la saison.
MMB3056;2017-10-15;93.92;130.32;Légère variabilité observée.
MMB3058;2017-05-15;80.80;198.28;Légère variabilité observée.
MMB3058;2017-06-15;191.24;89.13;Rien à signaler.
MMB3058;2017-07-15;103.43;93.70;Rien à signaler.
MMB3058;2017-08-15;103.48;129.14;Légère variabilité observée.
MMB3058;2017-09-15;184.61;120.20;Condition normale pour la saison.
MMB3058;2017-10-15;94.32;125.49;Légère variabilité observée.
MMB3060;2017-05-15;108.73;168.62;Légère variabilité observée.
MMB3060;2017-06-15;95.27;92.61;Condition normale pour la saison.
MMB3060;2017-07-15;97.42;106.54;Condition normale pour la saison.
MMB3060;2017-08-15;64.93;173.12;Légère variabilité observée.
MMB3060;2017-09-15;150.54;75.22;Condition normale pour la saison.
MMB3060;2017-10-15;124.82;83.56;Légère variabilité observée.
MMB3062;2017-05-15;131.31;123.27;Légère variabilité observée.
MMB3062;2017-06-15;167.36;50.59;Rien à signaler.
MMB3062;2017-07-15;145.25;185.87;Légère variabilité observée.
MMB3062;2017-08-15;95.24;158.15;Condition normale pour la saison.
MMB3062;2017-09-15;84.68;158.32;Condition normale pour la saison.
MMB3062;2017-10-15;82.79;135.96;Légère variabilité observée.
MMB3064;2017-05-15;165.52;60.59;Légère variabilité observée.
MMB3064;2017-06-15;152.70;108.51;Légère variabilité observée.
MMB3064;2017-07-15;104.01;96.88;Légère variabilité observée.
MMB3064;2017-08-15;109.06;100.03;Condition normale pour la saison.
MMB3064;2017-09-15;84.61;132.15;Condition normale pour la saison.
MMB3064;2017-10-15;84.91;171.84;Condition normale pour la saison.
MMB3066;2017-05-15;133.67;176.08;Condition normale pour la saison.
MMB3066;2017-06-15;161.08;75.90;Condition normale pour la saison.
MMB3066;2017-07-15;90.44;137.59;Rien à signaler.
MMB3066;2017-08-15;132.78;198.17;Condition normale pour la saison.
MMB3066;2017-09-15;198.88;172.54;Rien à signaler.
MMB3066;2017-10-15;59.70;137.54;Condition normale pour la saison.
MMB3068;2017-05-15;140.13;107.37;Condition normale pour la saison.
MMB3068;2017-06-15;90.70;196.16;Condition normale pour la saison.
MMB3068;2017-07-15;170.58;82.75;Condition normale pour la saison.
MMB3068;2017-08-15;186.28;56.74;Légère variabilité observée.
MMB3068;2017-09-15;175.67;166.08;Rien à signaler.
MMB3068;2017-10-15;81.33;107.32;Légère variabilité observée.
MMB3070;2017-05-15;126.65;153.87;Rien à signaler.
MMB3070;2017-06-15;62.96;128.17;Condition normale pour la saison.
MMB3070;2017-07-15;74.87;181.69;Légère variabilité observée.
MMB3070;2017-08-15;95.66;197.91;Condition normale pour la saison.
MMB3070;2017-09-15;111.14;187.18;Condition normale pour la saison.
MMB3070;2017-10-15;62.86;72.35;Rien à signaler.
MMB3072;2017-05-15;131.25;144.92;Rien à signaler.
MMB3072;2017-06-15;139.00;193.69;Condition normale pour la saison.
MMB3072;2017-07-15;74.75;153.17;Rien à signaler.
MMB3072;2017-08-15;121.78;196.02;Condition normale pour la saison.
MMB3072;2017-09-15;109.82;95.42;Rien à signaler.
MMB3072;2017-10-15;79.20;62.14;Légère variabilité observée.
MMB3074;2017-05-15;160.74;82.71;Condition normale pour la saison.
MMB3074;2017-06-15;154.46;193.27;Condition normale pour la saison.
MMB3074;2017-07-15;135.41;108.51;Rien à signaler.
MMB3074;2017-08-15;92.61;78.84;Légère variabilité observée.
MMB3074;2017-09-15;122.70;97.63;Légère variabilité observée.
MMB3074;2017-10-15;121.87;127.62;Légère variabilité observée.
MMB3076;2017-05-15;145.48;107.58;Rien à signaler.
MMB3076;2017-06-15;189.72;99.24;Rien à signaler.
MMB3076;2017-07-15;124.72;181.75;Rien à signaler.
MMB3076;2017-08-15;122.32;100.95;Rien à signaler.
MMB3076;2017-09-15;171.13;198.59;Condition normale pour la saison.
MMB3076;2017-10-15;117.50;177.28;Légère variabilité observée.
MMB3078;2017-05-15;134.56;88.71;Condition normale pour la saison.
MMB3078;2017-06-15;67.39;109.67;Condition normale pour la saison.
MMB3078;2017-07-15;50.36;137.50;Rien à signaler.
MMB3078;2017-08-15;196.45;145.87;Légère variabilité observée.
MMB3078;2017-09-15;111.04;122.93;Rien à signaler.
MMB3078;2017-10-15;142.48;160.59;Rien à signaler.
MMB3080;2017-05-15;68.74;86.34;Rien à signaler.
MMB3080;2017-06-15;192.53;167.67;Condition normale pour la saison.
MMB3080;2017-07-15;56.80;179.02;Légère variabilité observée.
MMB3080;2017-08-15;80.19;158.80;Rien à signaler.
MMB3080;2017-09-15;191.94;153.43;Condition normale pour la saison.
MMB3080;2017-10-15;81.55;79.70;Condition normale pour la saison.
MMB3082;2017-05-15;96.83;114.81;Légère variabilité observée.
MMB3082;2017-06-15;97.46;120.37;Condition normale pour la saison.
MMB3082;2017-07-15;79.93;161.30;Condition normale pour la saison.
MMB3082;2017-08-15;114.42;196.63;Légère variabilité observée.
MMB3082;2017-09-15;94.74;163.21;Rien à signaler.
MMB3082;2017-10-15;189.33;185.49;Condition normale pour la saison.
MMB3084;2017-05-15;136.18;101.17;Condition normale pour la saison.
MMB3084;2017-06-15;84.33;95.97;Condition normale pour la saison.
MMB3084;2017-07-15;98.01;104.54;Condition normale pour la saison.
MMB3084;2017-08-15;67.71;121.29;Condition normale pour la saison.
MMB3084;2017-09-15;74.71;125.57;Rien à signaler.
MMB3084;2017-10-15;193.23;192.16;Condition normale pour la saison.
MMB3086;2017-05-15;173.39;157.38;Légère variabilité observée.
MMB3086;2017-06-15;187.13;140.62;Légère variabilité observée.
MMB3086;2017-07-15;58.44;159.18;Rien à signaler.
MMB3086;2017-08-15;155.16;159.88;Légère variabilité observée.
MMB3086;2017-09-15;190.82;178.50;Condition normale pour la saison.
MMB3086;2017-10-15;129.95;170.26;Condition normale pour la saison.
MMB3088;2017-05-15;165.18;148.98;Condition normale pour la saison.
MMB3088;2017-06-15;96.68;77.60;Rien à signaler.
MMB3088;2017-07-15;169.80;90.55;Rien à signaler.
MMB3088;2017-08-15;118.25;162.11;Légère variabilité observée.
MMB3088;2017-09-15;131.34;155.85;Condition normale pour la saison.
MMB3088;2017-10-15;197.63;115.78;Légère variabilité observée.
MMB3090;2017-05-15;133.99;90.37;Légère variabilité observée.
MMB3090;2017-06-15;114.24;67.96;Légère variabilité observée.
MMB3090;2017-07-15;103.16;118.38;Rien à signaler.
MMB3090;2017-08-15;161.40;108.29;Légère variabilité observée.
MMB3090;2017-09-15;104.65;142.76;Condition normale pour la saison.
MMB3090;2017-10-15;55.70;175.74;Rien à signaler.
MMB3092;2017-05-15;180.04;159.26;Condition normale pour la saison.
MMB3092;2017-06-15;112.63;180.82;Condition normale pour la saison.
MMB3092;2017-07-15;77.47;192.47;Légère variabilité observée.
MMB3092;2017-08-15;176.72;55.36;Condition normale pour la saison.
MMB3092;2017-09-15;60.72;198.32;Rien à signaler.
MMB3092;2017-10-15;83.78;133.24;Condition normale pour la saison.
MMB3094;2017-05-15;50.02;88.29;Légère variabilité observée.
MMB3094;2017-06-15;68.43;94.24;Légère variabilité observée.
MMB3094;2017-07-15;148.84;152.46;Condition normale pour la saison.
MMB3094;2017-08-15;66.72;129.45;Rien à signaler.
MMB3094;2017-09-15;144.70;54.46;Condition normale pour la saison.
MMB3094;2017-10-15;97.69;80.14;Légère variabilité observée.
MMB3096;2017-05-15;145.12;177.94;Condition normale pour la saison.
MMB3096;2017-06-15;136.62;196.49;Rien à signaler.
MMB3096;2017-07-15;99.56;52.18;Rien à signaler.
MMB3096;2017-08-15;112.59;189.53;Condition normale pour la saison.
MMB3096;2017-09-15;87.62;85.69;Condition normale pour la saison.
MMB3096;2017-10-15;95.90;192.61;Condition normale pour la saison.
MMB3098;2017-05-15;151.82;156.21;Rien à signaler.
MMB3098;2017-06-15;181.33;156.42;Condition normale pour la saison.
MMB3098;2017-07-15;54.60;185.97;Condition normale pour la saison.
MMB3098;2017-08-15;74.39;183.10;Condition normale pour la saison.
MMB3098;2017-09-15;97.68;57.19;Condition normale pour la saison.
MMB3098;2017-10-15;119.84;108.94;Rien à signaler.
MMB3100;2017-05-15;84.20;196.29;Légère variabilité observée.
MMB3100;2017-06-15;144.61;146.86;Condition normale pour la saison.
MMB3100;2017-07-15;112.55;96.66;Rien à signaler.
MMB3100;2017-08-15;102.57;104.37;Légère variabilité observée.
MMB3100;2017-09-15;147.50;121.16;Légère variabilité observée.
MMB3100;2017-10-15;76.00;58.83;Légère variabilité observée.
MMB4002;2017-05-15;149.27;192.54;Légère variabilité observée.
MMB4002;2017-06-15;143.76;63.62;Rien à signaler.
MMB4002;2017-07-15;158.61;54.34;Condition normale pour la saison.
MMB4002;2017-08-15;91.39;127.43;Condition normale pour la saison.
MMB4002;2017-09-15;62.68;123.98;Rien à signaler.
MMB4002;2017-10-15;118.82;193.94;Légère variabilité observée.
MMB4004;2017-05-15;179.42;84.54;Rien à signaler.
MMB4004;2017-06-15;58.22;85.77;Condition normale pour la saison.
MMB4004;2017-07-15;147.88;112.01;Légère variabilité observée.
MMB4004;2017-08-15;121.41;80.89;Condition normale pour la saison.
MMB4004;2017-09-15;85.12;111.42;Condition normale pour la saison.
MMB4004;2017-10-15;50.19;126.58;Condition normale pour la saison.
MMB4006;2017-05-15;78.27;89.90;Condition normale pour la saison.
MMB4006;2017-06-15;112.30;80.68;Légère variabilité observée.
MMB4006;2017-07-15;104.07;91.48;Légère variabilité observée.
MMB4006;2017-08-15;98.95;56.55;Condition normale pour la saison.
MMB4006;2017-09-15;124.09;158.45;Condition normale pour la saison.
MMB4006;2017-10-15;191.37;62.00;Condition normale pour la saison.
MMB4008;2017-05-15;118.44;124.10;Condition normale pour la saison.
MMB4008;2017-06-15;118.48;170.45;Légère variabilité observée.
MMB4008;2017-07-15;147.74;193.01;Légère variabilité observée.
MMB4008;2017-08-15;87.52;124.45;Légère variabilité observée.
MMB4008;2017-09-15;82.53;191.31;Condition normale pour la saison.
MMB4008;2017-10-15;147.86;194.83;Rien à signaler.
MMB4010;2017-05-15;154.94;130.46;Condition normale pour la saison.
MMB4010;2017-06-15;183.88;85.47;Rien à signaler.
MMB4010;2017-07-15;162.86;150.78;Légère variabilité observée.
MMB4010;2017-08-15;125.62;77.53;Rien à signaler.
MMB4010;2017-09-15;185.75;158.62;Rien à signaler.
MMB4010;2017-10-15;74.98;187.66;Rien à signaler.
MMB4012;2017-05-15;178.90;141.38;Condition normale pour la saison.
MMB4012;2017-06-15;150.05;178.36;Légère variabilité observée.
MMB4012;2017-07-15;107.00;142.72;Légère variabilité observée.
MMB4012;2017-08-15;177.61;110.06;Rien à signaler.
MMB4012;2017-09-15;147.26;75.64;Rien à signaler.
MMB4012;2017-10-15;79.01;102.58;Rien à signaler.
MMB4014;2017-05-15;75.28;149.12;Condition normale pour la saison.
MMB4014;2017-06-15;78.36;185.72;Légère variabilité observée.
MMB4014;2017-07-15;97.19;80.22;Condition normale pour la saison.
MMB4014;2017-08-15;50.29;172.05;Rien à signaler.
MMB4014;2017-09-15;130.09;86.57;Condition normale pour la saison.
MMB4014;2017-10-15;51.65;173.94;Condition normale pour la saison.
MMB4016;2017-05-15;174.56;173.85;Rien à signaler.
MMB4016;2017-06-15;132.98;180.58;Condition normale pour la saison.
MMB4016;2017-07-15;189.65;187.45;Condition normale pour la saison.
MMB4016;2017-08-15;66.40;165.41;Légère variabilité observée.
MMB4016;2017-09-15;125.67;58.05;Rien à signaler.
MMB4016;2017-10-15;111.92;62.87;Condition normale pour la saison.
MMB4018;2017-05-15;196.99;130.00;Condition normale pour la saison.
MMB4018;2017-06-15;149.68;63.91;Condition normale pour la saison.
MMB4018;2017-07-15;119.94;192.93;Condition normale pour la saison.
MMB4018;2017-08-15;185.97;86.56;Condition normale pour la saison.
MMB4018;2017-09-15;51.60;118.33;Légère variabilité observée.
MMB4018;2017-10-15;94.97;151.95;Condition normale pour la saison.
MMB4020;2017-05-15;155.23;169.84;Condition normale pour la saison.
MMB4020;2017-06-15;104.02;177.90;Condition normale pour la saison.
MMB4020;2017-07-15;50.69;122.36;Condition normale pour la saison.
MMB4020;2017-08-15;191.24;146.60;Légère variabilité observée.
MMB4020;2017-09-15;197.36;81.39;Légère variabilité observée.
MMB4020;2017-10-15;50.27;156.74;Condition normale pour la saison.
MMB4022;2017-05-15;174.54;175.66;Rien à signaler.
MMB4022;2017-06-15;129.87;50.76;Rien à signaler.
MMB4022;2017-07-15;162.83;57.12;Légère variabilité observée.
MMB4022;2017-08-15;82.66;112.83;Condition normale pour la saison.
MMB4022;2017-09-15;136.09;102.87;Légère variabilité observée.
MMB4022;2017-10-15;72.64;197.65;Condition normale pour la saison.
MMB4024;2017-05-15;183.42;143.07;Condition normale pour la saison.
MMB4024;2017-06-15;98.42;69.34;Condition normale pour la saison.
MMB4024;2017-07-15;74.72;156.30;Condition normale pour la saison.
MMB4024;2017-08-15;109.31;54.65;Légère variabilité observée.
MMB4024;2017-09-15;75.66;112.17;Légère variabilité observée.
MMB4024;2017-10-15;54.86;91.97;Condition normale pour la saison.
MMB4026;2017-05-15;166.34;83.85;Condition normale pour la saison.
MMB4026;2017-06-15;110.11;62.51;Légère variabilité observée.
MMB4026;2017-07-15;57.30;103.91;Rien à signaler.
MMB4026;2017-08-15;66.50;92.42;Légère variabilité observée.
MMB4026;2017-09-15;169.84;127.18;Condition normale pour la saison.
MMB4026;2017-10-15;61.01;62.44;Rien à signaler.
MMB4028;2017-05-15;185.55;59.88;Condition normale pour la saison.
MMB4028;2017-06-15;158.05;63.95;Légère variabilité observée.
