plantid;date;siteid;zoneid;placetteid;parcelleid;coordx;coordy;note
MMA1051;2017-10-15;S01;Z01;A1;11;0.58;0.70;Légère variabilité observée.
MMA1052;2017-05-15;S01;Z01;A1;11;0.16;0.88;Condition normale pour la saison.
MMA1052;2017-06-15;S01;Z01;A1;11;0.26;0.88;Condition normale pour la saison.
MMA1052;2017-07-15;S01;Z01;A1;11;0.14;0.53;Rien à signaler.
MMA1052;2017-08-15;S01;Z01;A1;11;0.85;0.37;Légère variabilité observée.
MMA1052;2017-09-15;S01;Z01;A1;11;0.70;0.60;Rien à signaler.
MMA1052;2017-10-15;S01;Z01;A1;11;0.67;0.08;Condition normale pour la saison.
MMA1053;2017-05-15;S01;Z01;A1;11;0.10;0.58;Condition normale pour la saison.
MMA1053;2017-06-15;S01;Z01;A1;11;0.27;0.88;Condition normale pour la saison.
MMA1053;2017-07-15;S01;Z01;A1;11;0.33;0.26;Condition normale pour la saison.
MMA1053;2017-08-15;S01;Z01;A1;11;0.09;0.15;Légère variabilité observée.
MMA1053;2017-09-15;S01;Z01;A1;11;0.60;0.35;Condition normale pour la saison.
MMA1053;2017-10-15;S01;Z01;A1;11;0.81;0.67;Condition normale pour la saison.
MMA1054;2017-05-15;S01;Z01;A1;11;0.62;0.83;Condition normale pour la saison.
MMA1054;2017-06-15;S01;Z01;A1;11;0.53;0.74;Légère variabilité observée.
MMA1054;2017-07-15;S01;Z01;A1;11;0.43;0.53;Condition normale pour la saison.
MMA1054;2017-08-15;S01;Z01;A1;11;0.07;0.25;Légère variabilité observée.
MMA1054;2017-09-15;S01;Z01;A1;11;0.48;0.81;Condition normale pour la saison.
MMA1054;2017-10-15;S01;Z01;A1;11;0.12;0.19;Condition normale pour la saison.
MMA1055;2017-05-15;S01;Z01;A1;11;0.63;0.50;Condition normale pour la saison.
MMA1055;2017-06-15;S01;Z01;A1;11;0.77;0.05;Légère variabilité observée.
MMA1055;2017-07-15;S01;Z01;A1;11;0.46;0.71;Légère variabilité observée.
MMA1055;2017-08-15;S01;Z01;A1;11;0.64;0.36;Rien à signaler.
MMA1055;2017-09-15;S01;Z01;A1;11;0.34;0.91;Condition normale pour la saison.
MMA1055;2017-10-15;S01;Z01;A1;11;0.46;0.17;Condition normale pour la saison.
MMA1056;2017-05-15;S01;Z01;A1;11;0.13;0.70;Condition normale pour la saison.
MMA1056;2017-06-15;S01;Z01;A1;11;0.22;0.77;Condition normale pour la saison.
MMA1056;2017-07-15;S01;Z01;A1;11;0.15;0.59;Condition normale pour la saison.
MMA1056;2017-08-15;S01;Z01;A1;11;0.54;0.53;Condition normale pour la saison.
MMA1056;2017-09-15;S01;Z01;A1;11;0.21;0.26;Condition normale pour la saison.
MMA1056;2017-10-15;S01;Z01;A1;11;0.25;0.58;Légère variabilité observée.
MMA1057;2017-05-15;S01;Z01;A1;11;0.69;0.83;Rien à signaler.
MMA1057;2017-06-15;S01;Z01;A1;11;0.61;0.56;Rien à signaler.
MMA1057;2017-07-15;S01;Z01;A1;11;0.35;0.56;Condition normale pour la saison.
MMA1057;2017-08-15;S01;Z01;A1;11;0.52;0.91;Condition normale pour la saison.
MMA1057;2017-09-15;S01;Z01;A1;11;0.65;0.24;Condition normale pour la saison.
MMA1057;2017-10-15;S01;Z01;A1;11;0.64;0.51;Condition normale pour la saison.
MMA1058;2017-05-15;S01;Z01;A1;11;0.15;0.19;Condition normale pour la saison.
MMA1058;2017-06-15;S01;Z01;A1;11;0.46;0.30;Condition normale pour la saison.
MMA1058;2017-07-15;S01;Z01;A1;11;0.70;0.39;Condition normale pour la saison.
MMA1058;2017-08-15;S01;Z01;A1;11;0.90;0.44;Rien à signaler.
MMA1058;2017-09-15;S01;Z01;A1;11;0.18;0.49;Légère variabilité observée.
MMA1058;2017-10-15;S01;Z01;A1;11;0.35;0.63;Rien à signaler.
MMA1059;2017-05-15;S01;Z01;A1;11;0.42;0.80;Légère variabilité observée.
MMA1059;2017-06-15;S01;Z01;A1;11;0.13;0.93;Condition normale pour la saison.
MMA1059;2017-07-15;S01;Z01;A1;11;0.43;0.78;Condition normale pour la saison.
MMA1059;2017-08-15;S01;Z01;A1;11;0.83;0.61;Rien à signaler.
MMA1059;2017-09-15;S01;Z01;A1;11;0.45;0.44;Condition normale pour la saison.
MMA1059;2017-10-15;S01;Z01;A1;11;0.53;0.35;Rien à signaler.
MMA1060;2017-05-15;S01;Z01;A1;11;0.55;0.55;Rien à signaler.
MMA1060;2017-06-15;S01;Z01;A1;11;0.12;0.88;Légère variabilité observée.
MMA1060;2017-07-15;S01;Z01;A1;11;0.39;0.16;Condition normale pour la saison.
MMA1060;2017-08-15;S01;Z01;A1;11;0.26;0.15;Condition normale pour la saison.
MMA1060;2017-09-15;S01;Z01;A1;11;0.54;0.66;Condition normale pour la saison.
MMA1060;2017-10-15;S01;Z01;A1;11;0.62;0.20;Condition normale pour la saison.
MMA1061;2017-05-15;S01;Z01;A1;11;0.28;0.13;Condition normale pour la saison.
MMA1061;2017-06-15;S01;Z01;A1;11;0.93;0.66;Rien à signaler.
MMA1061;2017-07-15;S01;Z01;A1;11;0.49;0.75;Condition normale pour la saison.
MMA1061;2017-08-15;S01;Z01;A1;11;0.16;0.48;Condition normale pour la saison.
MMA1061;2017-09-15;S01;Z01;A1;11;0.60;0.57;Légère variabilité observée.
MMA1061;2017-10-15;S01;Z01;A1;11;0.58;0.66;Condition normale pour la saison.
MMA1062;2017-05-15;S01;Z01;A1;11;0.74;0.89;Légère variabilité observée.
MMA1062;2017-06-15;S01;Z01;A1;11;0.41;0.56;Condition normale pour la saison.
MMA1062;2017-07-15;S01;Z01;A1;11;0.41;0.11;Condition normale pour la saison.
MMA1062;2017-08-15;S01;Z01;A1;11;0.21;0.88;Légère variabilité observée.
MMA1062;2017-09-15;S01;Z01;A1;11;0.30;0.41;Légère variabilité observée.
MMA1062;2017-10-15;S01;Z01;A1;11;0.82;0.81;Condition normale pour la saison.
MMA1063;2017-05-15;S01;Z01;A1;11;0.55;0.76;Condition normale pour la saison.
MMA1063;2017-06-15;S01;Z01;A1;11;0.20;0.43;Condition normale pour la saison.
MMA1063;2017-07-15;S01;Z01;A1;11;0.29;0.48;Condition normale pour la saison.
MMA1063;2017-08-15;S01;Z01;A1;11;0.60;0.16;Condition normale pour la saison.
MMA1063;2017-09-15;S01;Z01;A1;11;0.25;0.76;Rien à signaler.
MMA1063;2017-10-15;S01;Z01;A1;11;0.17;0.41;Rien à signaler.
MMA1064;2017-05-15;S01;Z01;A1;11;0.56;0.38;Légère variabilité observée.
MMA1064;2017-06-15;S01;Z01;A1;11;0.31;0.20;Rien à signaler.
MMA1064;2017-07-15;S01;Z01;A1;11;0.87;0.57;Rien à signaler.
MMA1064;2017-08-15;S01;Z01;A1;11;0.38;0.41;Légère variabilité observée.
MMA1064;2017-09-15;S01;Z01;A1;11;0.81;0.92;Légère variabilité observée.
MMA1064;2017-10-15;S01;Z01;A1;11;0.09;0.61;Condition normale pour la saison.
MMA1065;2017-05-15;S01;Z01;A1;11;0.49;0.66;Rien à signaler.
MMA1065;2017-06-15;S01;Z01;A1;11;0.62;0.51;Rien à signaler.
MMA1065;2017-07-15;S01;Z01;A1;11;0.77;0.10;Rien à signaler.
MMA1065;2017-08-15;S01;Z01;A1;11;0.53;0.65;Légère variabilité observée.
MMA1065;2017-09-15;S01;Z01;A1;11;0.84;0.48;Condition normale pour la saison.
MMA1065;2017-10-15;S01;Z01;A1;11;0.13;0.16;Condition normale pour la saison.
MMA1066;2017-05-15;S01;Z01;A1;11;0.45;0.16;Condition normale pour la saison.
MMA1066;2017-06-15;S01;Z01;A1;11;0.71;0.82;Condition normale pour la saison.
MMA1066;2017-07-15;S01;Z01;A1;11;0.16;0.42;Rien à signaler.
MMA1066;2017-08-15;S01;Z01;A1;11;0.50;0.36;Rien à signaler.
MMA1066;2017-09-15;S01;Z01;A1;11;0.19;0.53;Légère variabilité observée.
MMA1066;2017-10-15;S01;Z01;A1;11;0.27;0.37;Rien à signaler.
MMA1067;2017-05-15;S01;Z01;A1;11;0.52;0.14;Condition normale pour la saison.
MMA1067;2017-06-15;S01;Z01;A1;11;0.57;0.50;Légère variabilité observée.
MMA1067;2017-07-15;S01;Z01;A1;11;0.51;0.08;Rien à signaler.
MMA1067;2017-08-15;S01;Z01;A1;11;0.64;0.83;Condition normale pour la saison.
MMA1067;2017-09-15;S01;Z01;A1;11;0.33;0.51;Légère variabilité observée.
MMA1067;2017-10-15;S01;Z01;A1;11;0.32;0.89;Rien à signaler.
MMA1068;2017-05-15;S01;Z01;A1;11;0.51;0.45;Légère variabilité observée.
MMA1068;2017-06-15;S01;Z01;A1;11;0.34;0.49;Rien à signaler.
MMA1068;2017-07-15;S01;Z01;A1;11;0.39;0.87;Condition normale pour la saison.
MMA1068;2017-08-15;S01;Z01;A1;11;0.06;0.64;Rien à signaler.
MMA1068;2017-09-15;S01;Z01;A1;11;0.68;0.51;Condition normale pour la saison.
MMA1068;2017-10-15;S01;Z01;A1;11;0.08;0.47;Condition normale pour la saison.
MMA1069;2017-05-15;S01;Z01;A1;11;0.62;0.26;Condition normale pour la saison.
MMA1069;2017-06-15;S01;Z01;A1;11;0.19;0.60;Légère variabilité observée.
MMA1069;2017-07-15;S01;Z01;A1;11;0.18;0.65;Rien à signaler.
MMA1069;2017-08-15;S01;Z01;A1;11;0.84;0.69;Condition normale pour la saison.
MMA1069;2017-09-15;S01;Z01;A1;11;0.82;0.11;Rien à signaler.
MMA1069;2017-10-15;S01;Z01;A1;11;0.16;0.46;Condition normale pour la saison.
MMA1070;2017-05-15;S01;Z01;A1;11;0.42;0.47;Rien à signaler.
MMA1070;2017-06-15;S01;Z01;A1;11;0.39;0.56;Rien à signaler.
MMA1070;2017-07-15;S01;Z01;A1;11;0.61;0.27;Condition normale pour la saison.
MMA1070;2017-08-15;S01;Z01;A1;11;0.30;0.89;Légère variabilité observée.
MMA1070;2017-09-15;S01;Z01;A1;11;0.38;0.47;Rien à signaler.
MMA1070;2017-10-15;S01;Z01;A1;11;0.93;0.36;Légère variabilité observée.
MMA1071;2017-05-15;S01;Z01;A1;11;0.39;0.47;Rien à signaler.
MMA1071;2017-06-15;S01;Z01;A1;11;0.48;0.41;Condition normale pour la saison.
MMA1071;2017-07-15;S01;Z01;A1;11;0.09;0.76;Rien à signaler.
MMA1071;2017-08-15;S01;Z01;A1;11;0.14;0.72;Condition normale pour la saison.
MMA1071;2017-09-15;S01;Z01;A1;11;0.94;0.06;Condition normale pour la saison.
MMA1071;2017-10-15;S01;Z01;A1;11;0.29;0.86;Condition normale pour la saison.
MMA1072;2017-05-15;S01;Z01;A1;11;0.82;0.15;Rien à signaler.
MMA1072;2017-06-15;S01;Z01;A1;11;0.43;0.46;Légère variabilité observée.
MMA1072;2017-07-15;S01;Z01;A1;11;0.45;0.27;Rien à signaler.
MMA1072;2017-08-15;S01;Z01;A1;11;0.64;0.91;Condition normale pour la saison.
MMA1072;2017-09-15;S01;Z01;A1;11;0.09;0.43;Légère variabilité observée.
MMA1072;2017-10-15;S01;Z01;A1;11;0.75;0.87;Rien à signaler.
MMA1073;2017-05-15;S01;Z01;A1;11;0.51;0.67;Légère variabilité observée.
MMA1073;2017-06-15;S01;Z01;A1;11;0.38;0.91;Condition normale pour la saison.
MMA1073;2017-07-15;S01;Z01;A1;11;0.05;0.22;Condition normale pour la saison.
MMA1073;2017-08-15;S01;Z01;A1;11;0.62;0.05;Condition normale pour la saison.
MMA1073;2017-09-15;S01;Z01;A1;11;0.91;0.49;Rien à signaler.
MMA1073;2017-10-15;S01;Z01;A1;11;0.79;0.66;Légère variabilité observée.
MMA1074;2017-05-15;S01;Z01;A1;11;0.18;0.92;Rien à signaler.
MMA1074;2017-06-15;S01;Z01;A1;11;0.90;0.59;Condition normale pour la saison.
MMA1074;2017-07-15;S01;Z01;A1;11;0.53;0.72;Légère variabilité observée.
MMA1074;2017-08-15;S01;Z01;A1;11;0.57;0.61;Rien à signaler.
MMA1074;2017-09-15;S01;Z01;A1;11;0.38;0.07;Rien à signaler.
MMA1074;2017-10-15;S01;Z01;A1;11;0.66;0.15;Condition normale pour la saison.
MMA1075;2017-05-15;S01;Z01;A1;11;0.83;0.39;Condition normale pour la saison.
MMA1075;2017-06-15;S01;Z01;A1;11;0.42;0.43;Condition normale pour la saison.
MMA1075;2017-07-15;S01;Z01;A1;11;0.62;0.79;Légère variabilité observée.
MMA1075;2017-08-15;S01;Z01;A1;11;0.45;0.71;Condition normale pour la saison.
MMA1075;2017-09-15;S01;Z01;A1;11;0.61;0.44;Condition normale pour la saison.
MMA1075;2017-10-15;S01;Z01;A1;11;0.34;0.66;Condition normale pour la saison.
MMA1076;2017-05-15;S01;Z01;A1;11;0.09;0.82;Rien à signaler.
MMA1076;2017-06-15;S01;Z01;A1;11;0.46;0.39;Rien à signaler.
MMA1076;2017-07-15;S01;Z01;A1;11;0.61;0.51;Rien à signaler.
MMA1076;2017-08-15;S01;Z01;A1;11;0.25;0.40;Rien à signaler.
MMA1076;2017-09-15;S01;Z01;A1;11;0.80;0.22;Condition normale pour la saison.
MMA1076;2017-10-15;S01;Z01;A1;11;0.51;0.70;Rien à signaler.
MMA1077;2017-05-15;S01;Z01;A1;11;0.64;0.84;Rien à signaler.
MMA1077;2017-06-15;S01;Z01;A1;11;0.45;0.07;Condition normale pour la saison.
MMA1077;2017-07-15;S01;Z01;A1;11;0.59;0.20;Condition normale pour la saison.
MMA1077;2017-08-15;S01;Z01;A1;11;0.23;0.47;Condition normale pour la saison.
MMA1077;2017-09-15;S01;Z01;A1;11;0.12;0.87;Condition normale pour la saison.
MMA1077;2017-10-15;S01;Z01;A1;11;0.26;0.35;Légère variabilité observée.
MMA1078;2017-05-15;S01;Z01;A1;11;0.08;0.30;Légère variabilité observée.
MMA1078;2017-06-15;S01;Z01;A1;11;0.06;0.94;Condition normale pour la saison.
MMA1078;2017-07-15;S01;Z01;A1;11;0.18;0.27;Légère variabilité observée.
MMA1078;2017-08-15;S01;Z01;A1;11;0.21;0.69;Condition normale pour la saison.
MMA1078;2017-09-15;S01;Z01;A1;11;0.30;0.63;Condition normale pour la saison.
MMA1078;2017-10-15;S01;Z01;A1;11;0.31;0.47;Légère variabilité observée.
MMA1079;2017-05-15;S01;Z01;A1;11;0.76;0.27;Condition normale pour la saison.
MMA1079;2017-06-15;S01;Z01;A1;11;0.34;0.13;Condition normale pour la saison.
MMA1079;2017-07-15;S01;Z01;A1;11;0.71;0.92;Légère variabilité observée.
MMA1079;2017-08-15;S01;Z01;A1;11;0.14;0.92;Condition normale pour la saison.
MMA1079;2017-09-15;S01;Z01;A1;11;0.33;0.47;Condition normale pour la saison.
MMA1079;2017-10-15;S01;Z01;A1;11;0.19;0.44;Condition normale pour la saison.
MMA1080;2017-05-15;S01;Z01;A1;11;0.63;0.13;Légère variabilité observée.
MMA1080;2017-06-15;S01;Z01;A1;11;0.54;0.90;Condition normale pour la saison.
MMA1080;2017-07-15;S01;Z01;A1;11;0.71;0.46;Rien à signaler.
MMA1080;2017-08-15;S01;Z01;A1;11;0.69;0.56;Condition normale pour la saison.
MMA1080;2017-09-15;S01;Z01;A1;11;0.63;0.74;Condition normale pour la saison.
MMA1080;2017-10-15;S01;Z01;A1;11;0.16;0.33;Condition normale pour la saison.
MMA1081;2017-05-15;S01;Z01;A1;11;0.85;0.72;Condition normale pour la saison.
MMA1081;2017-06-15;S01;Z01;A1;11;0.71;0.83;Légère variabilité observée.
MMA1081;2017-07-15;S01;Z01;A1;11;0.43;0.76;Condition normale pour la saison.
MMA1081;2017-08-15;S01;Z01;A1;11;0.20;0.44;Condition normale pour la saison.
MMA1081;2017-09-15;S01;Z01;A1;11;0.08;0.91;Condition normale pour la saison.
MMA1081;2017-10-15;S01;Z01;A1;11;0.48;0.32;Condition normale pour la saison.
MMA1082;2017-05-15;S01;Z01;A1;11;0.90;0.54;Condition normale pour la saison.
MMA1082;2017-06-15;S01;Z01;A1;11;0.20;0.72;Condition normale pour la saison.
MMA1082;2017-07-15;S01;Z01;A1;11;0.92;0.94;Légère variabilité observée.
MMA1082;2017-08-15;S01;Z01;A1;11;0.86;0.64;Rien à signaler.
MMA1082;2017-09-15;S01;Z01;A1;11;0.15;0.36;Rien à signaler.
MMA1082;2017-10-15;S01;Z01;A1;11;0.08;0.40;Condition normale pour la saison.
MMA1083;2017-05-15;S01;Z01;A1;11;0.54;0.22;Légère variabilité observée.
MMA1083;2017-06-15;S01;Z01;A1;11;0.46;0.43;Rien à signaler.
MMA1083;2017-07-15;S01;Z01;A1;11;0.27;0.91;Condition normale pour la saison.
MMA1083;2017-08-15;S01;Z01;A1;11;0.89;0.86;Condition normale pour la saison.
MMA1083;2017-09-15;S01;Z01;A1;11;0.20;0.39;Légère variabilité observée.
MMA1083;2017-10-15;S01;Z01;A1;11;0.37;0.13;Condition normale pour la saison.
MMA1084;2017-05-15;S01;Z01;A1;11;0.24;0.53;Rien à signaler.
MMA1084;2017-06-15;S01;Z01;A1;11;0.74;0.24;Rien à signaler.
MMA1084;2017-07-15;S01;Z01;A1;11;0.91;0.79;Condition normale pour la saison.
MMA1084;2017-08-15;S01;Z01;A1;11;0.13;0.30;Rien à signaler.
MMA1084;2017-09-15;S01;Z01;A1;11;0.59;0.78;Légère variabilité observée.
MMA1084;2017-10-15;S01;Z01;A1;11;0.70;0.76;Condition normale pour la saison.
MMA1085;2017-05-15;S01;Z01;A1;11;0.90;0.06;Rien à signaler.
MMA1085;2017-06-15;S01;Z01;A1;11;0.76;0.28;Légère variabilité observée.
MMA1085;2017-07-15;S01;Z01;A1;11;0.24;0.41;Légère variabilité observée.
MMA1085;2017-08-15;S01;Z01;A1;11;0.87;0.33;Rien à signaler.
MMA1085;2017-09-15;S01;Z01;A1;11;0.84;0.55;Condition normale pour la saison.
MMA1085;2017-10-15;S01;Z01;A1;11;0.75;0.41;Légère variabilité observée.
MMA1086;2017-05-15;S01;Z01;A1;11;0.17;0.45;Légère variabilité observée.
MMA1086;2017-06-15;S01;Z01;A1;11;0.49;0.17;Légère variabilité observée.
MMA1086;2017-07-15;S01;Z01;A1;11;0.36;0.08;Légère variabilité observée.
MMA1086;2017-08-15;S01;Z01;A1;11;0.51;0.44;Légère variabilité observée.
MMA1086;2017-09-15;S01;Z01;A1;11;0.30;0.93;Condition normale pour la saison.
MMA1086;2017-10-15;S01;Z01;A1;11;0.27;0.41;Rien à signaler.
MMA1087;2017-05-15;S01;Z01;A1;11;0.70;0.44;Condition normale pour la saison.
MMA1087;2017-06-15;S01;Z01;A1;11;0.73;0.80;Condition normale pour la saison.
MMA1087;2017-07-15;S01;Z01;A1;11;0.88;0.24;Condition normale pour la saison.
MMA1087;2017-08-15;S01;Z01;A1;11;0.58;0.21;Légère variabilité observée.
MMA1087;2017-09-15;S01;Z01;A1;11;0.08;0.72;Condition normale pour la saison.
MMA1087;2017-10-15;S01;Z01;A1;11;0.20;0.95;Rien à signaler.
MMA1088;2017-05-15;S01;Z01;A1;11;0.84;0.44;Légère variabilité observée.
MMA1088;2017-06-15;S01;Z01;A1;11;0.90;0.89;Condition normale pour la saison.
MMA1088;2017-07-15;S01;Z01;A1;11;0.61;0.12;Rien à signaler.
MMA1088;2017-08-15;S01;Z01;A1;11;0.33;0.63;Condition normale pour la saison.
MMA1088;2017-09-15;S01;Z01;A1;11;0.58;0.94;Légère variabilité observée.
MMA1088;2017-10-15;S01;Z01;A1;11;0.81;0.93;Condition normale pour la saison.
MMA1089;2017-05-15;S01;Z01;A1;11;0.40;0.22;Condition normale pour la saison.
MMA1089;2017-06-15;S01;Z01;A1;11;0.80;0.50;Rien à signaler.
MMA1089;2017-07-15;S01;Z01;A1;11;0.33;0.94;Légère variabilité observée.
MMA1089;2017-08-15;S01;Z01;A1;11;0.16;0.90;Légère variabilité observée.
MMA1089;2017-09-15;S01;Z01;A1;11;0.85;0.59;Condition normale pour la saison.
MMA1089;2017-10-15;S01;Z01;A1;11;0.17;0.63;Condition normale pour la saison.
MMA1090;2017-05-15;S01;Z01;A1;11;0.31;0.14;Légère variabilité observée.
MMA1090;2017-06-15;S01;Z01;A1;11;0.21;0.82;Rien à signaler.
MMA1090;2017-07-15;S01;Z01;A1;11;0.05;0.31;Rien à signaler.
MMA1090;2017-08-15;S01;Z01;A1;11;0.62;0.68;Condition normale pour la saison.
MMA1090;2017-09-15;S01;Z01;A1;11;0.21;0.66;Rien à signaler.
MMA1090;2017-10-15;S01;Z01;A1;11;0.91;0.84;Condition normale pour la saison.
MMA1091;2017-05-15;S01;Z01;A1;11;0.65;0.18;Légère variabilité observée.
MMA1091;2017-06-15;S01;Z01;A1;11;0.75;0.84;Légère variabilité observée.
MMA1091;2017-07-15;S01;Z01;A1;11;0.67;0.82;Rien à signaler.
MMA1091;2017-08-15;S01;Z01;A1;11;0.50;0.07;Légère variabilité observée.
MMA1091;2017-09-15;S01;Z01;A1;11;0.54;0.25;Condition normale pour la saison.
MMA1091;2017-10-15;S01;Z01;A1;11;0.62;0.06;Légère variabilité observée.
MMA1092;2017-05-15;S01;Z01;A1;11;0.91;0.44;Rien à signaler.
MMA1092;2017-06-15;S01;Z01;A1;11;0.52;0.28;Condition normale pour la saison.
MMA1092;2017-07-15;S01;Z01;A1;11;0.48;0.30;Condition normale pour la saison.
MMA1092;2017-08-15;S01;Z01;A1;11;0.28;0.72;Légère variabilité observée.
MMA1092;2017-09-15;S01;Z01;A1;11;0.84;0.39;Condition normale pour la saison.
MMA1092;2017-10-15;S01;Z01;A1;11;0.89;0.22;Rien à signaler.
MMA1093;2017-05-15;S01;Z01;A1;11;0.74;0.39;Condition normale pour la saison.
MMA1093;2017-06-15;S01;Z01;A1;11;0.34;0.70;Rien à signaler.
MMA1093;2017-07-15;S01;Z01;A1;11;0.32;0.82;Légère variabilité observée.
MMA1093;2017-08-15;S01;Z01;A1;11;0.76;0.25;Condition normale pour la saison.
MMA1093;2017-09-15;S01;Z01;A1;11;0.66;0.51;Légère variabilité observée.
MMA1093;2017-10-15;S01;Z01;A1;11;0.91;0.65;Condition normale pour la saison.
MMA1094;2017-05-15;S01;Z01;A1;11;0.83;0.67;Condition normale pour la saison.
MMA1094;2017-06-15;S01;Z01;A1;11;0.56;0.64;Légère variabilité observée.
MMA1094;2017-07-15;S01;Z01;A1;11;0.86;0.50;Rien à signaler.
MMA1094;2017-08-15;S01;Z01;A1;11;0.22;0.80;Légère variabilité observée.
MMA1094;2017-09-15;S01;Z01;A1;11;0.32;0.95;Rien à signaler.
MMA1094;2017-10-15;S01;Z01;A1;11;0.68;0.69;Condition normale pour la saison.
MMA1095;2017-05-15;S01;Z01;A1;11;0.28;0.54;Condition normale pour la saison.
MMA1095;2017-06-15;S01;Z01;A1;11;0.59;0.26;Condition normale pour la saison.
MMA1095;2017-07-15;S01;Z01;A1;11;0.31;0.90;Rien à signaler.
MMA1095;2017-08-15;S01;Z01;A1;11;0.43;0.92;Légère variabilité observée.
MMA1095;2017-09-15;S01;Z01;A1;11;0.08;0.22;Condition normale pour la saison.
MMA1095;2017-10-15;S01;Z01;A1;11;0.63;0.77;Condition normale pour la saison.
MMA1096;2017-05-15;S01;Z01;A1;11;0.40;0.28;Condition normale pour la saison.
MMA1096;2017-06-15;S01;Z01;A1;11;0.15;0.82;Condition normale pour la saison.
MMA1096;2017-07-15;S01;Z01;A1;11;0.87;0.38;Condition normale pour la saison.
MMA1096;2017-08-15;S01;Z01;A1;11;0.43;0.52;Condition normale pour la saison.
MMA1096;2017-09-15;S01;Z01;A1;11;0.19;0.46;Condition normale pour la saison.
MMA1096;2017-10-15;S01;Z01;A1;11;0.21;0.06;Condition normale pour la saison.
MMA1097;2017-05-15;S01;Z01;A1;11;0.16;0.25;Condition normale pour la saison.
MMA1097;2017-06-15;S01;Z01;A1;11;0.46;0.48;Rien à signaler.
MMA1097;2017-07-15;S01;Z01;A1;11;0.46;0.49;Rien à signaler.
MMA1097;2017-08-15;S01;Z01;A1;11;0.64;0.13;Condition normale pour la saison.
MMA1097;2017-09-15;S01;Z01;A1;11;0.56;0.26;Rien à signaler.
MMA1097;2017-10-15;S01;Z01;A1;11;0.54;0.80;Légère variabilité observée.
MMA1098;2017-05-15;S01;Z01;A1;11;0.76;0.58;Condition normale pour la saison.
MMA1098;2017-06-15;S01;Z01;A1;11;0.59;0.68;Condition normale pour la saison.
MMA1098;2017-07-15;S01;Z01;A1;11;0.20;0.55;Légère variabilité observée.
MMA1098;2017-08-15;S01;Z01;A1;11;0.64;0.23;Condition normale pour la saison.
MMA1098;2017-09-15;S01;Z01;A1;11;0.25;0.19;Rien à signaler.
MMA1098;2017-10-15;S01;Z01;A1;11;0.66;0.53;Rien à signaler.
MMA1099;2017-05-15;S01;Z01;A1;11;0.73;0.93;Condition normale pour la saison.
MMA1099;2017-06-15;S01;Z01;A1;11;0.74;0.64;Condition normale pour la saison.
MMA1099;2017-07-15;S01;Z01;A1;11;0.10;0.27;Légère variabilité observée.
MMA1099;2017-08-15;S01;Z01;A1;11;0.67;0.28;Condition normale pour la saison.
MMA1099;2017-09-15;S01;Z01;A1;11;0.19;0.13;Condition normale pour la saison.
MMA1099;2017-10-15;S01;Z01;A1;11;0.13;0.48;Condition normale pour la saison.
MMA1100;2017-05-15;S01;Z01;A1;11;0.86;0.14;Condition normale pour la saison.
MMA1100;2017-06-15;S01;Z01;A1;11;0.40;0.65;Condition normale pour la saison.
MMA1100;2017-07-15;S01;Z01;A1;11;0.49;0.56;Rien à signaler.
MMA1100;2017-08-15;S01;Z01;A1;11;0.74;0.53;Condition normale pour la saison.
MMA1100;2017-09-15;S01;Z01;A1;11;0.19;0.32;Légère variabilité observée.
MMA1100;2017-10-15;S01;Z01;A1;11;0.53;0.73;Légère variabilité observée.
MMA2001;2017-05-15;S01;Z01;A2;11;0.61;0.19;Condition normale pour la saison.
MMA2001;2017-06-15;S01;Z01;A2;11;0.92;0.65;Condition normale pour la saison.
MMA2001;2017-07-15;S01;Z01;A2;11;0.60;0.81;Légère variabilité observée.
MMA2001;2017-08-15;S01;Z01;A2;11;0.35;0.63;Condition normale pour la saison.
MMA2001;2017-09-15;S01;Z01;A2;11;0.59;0.92;Rien à signaler.
MMA2001;2017-10-15;S01;Z01;A2;11;0.13;0.28;Condition normale pour la saison.
MMA2002;2017-05-15;S01;Z01;A2;11;0.73;0.79;Légère variabilité observée.
